Term,ECSS Standards,Branches
abbreviated functional test,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
acceptance level,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
crewed space segment element,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
dwell time,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
environmental tests,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
full functional test,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
maximum expected acceleration,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
maximum expected acoustic spectrum,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
maximum expected shock,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
maximum expected random vibration spectrum,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
maximum predicted temperature,['ECSS_E_ST_10_03CRev1'],['E']
minimum predicted temperature,['ECSS_E_ST_10_03CRev1'],['E']
notching,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
operational modes,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
performance test,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
polarity test,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
qualification level,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
reduced functional test,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
residual life,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
resolution,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
resonance search,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
reverberation time,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
shock response spectrum,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
sign test,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
temperature cycle,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
temperature plateau,['ECSS_E_ST_10_03CRev1'],['E']
test block,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
test input tolerance,['ECSS_E_ST_10_03CRev1'],['E']
thermal test at room pressure,['ECSS_E_ST_10_03CRev1'],['E']
thermal test at mission pressure,['ECSS_E_ST_10_03CRev1'],['E']
thermal vacuum,['ECSS_E_ST_10_03CRev1'],['E']
antenna farm,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
antenna port,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
antenna rf chain,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
antenna support structure,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
array antenna,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
array-fed reflector antenna,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
battery bus,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
beam forming network,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
conducted emission,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
critical line,['ECSS_E_ST_20CRev2'],['E']
critical net,"['ECSS_E_ST_20CRev2', 'ECSS_Q_ST_70_12C']","['E', 'Q']"
critical pressure,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
diffusivity,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
depth of discharge,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
double insulation,"['ECSS_E_ST_20CRev2', 'ECSS_Q_ST_70_12C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']","['E', 'Q']"
electrical bonding,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
electromagnetic compatibility,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
electromagnetic compatibility control,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
electromagnetic interference,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
electromagnetic interference safety margin,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
emission,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
energy balance,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
energy reserve,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
essential function,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
faulty signal,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
foldback current limiter,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
fully regulated bus,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
grounding,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
high priority telecommand,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
high voltage,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
insulation,['ECSS_E_ST_20CRev2'],['E']
invariable gap,['ECSS_E_ST_20CRev2'],['E']
isolation,['ECSS_E_ST_20CRev2'],['E']
lens antenna,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
lightning indirect effects,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
major reconfiguration function,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
nameplate capacity,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
non essential loads,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
passive intermodulation products,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
primary cell or battery,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
primary power bus,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
radiofrequency,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
radiated emission,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
recharge ratio,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
reflector antenna,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
reliable insulation,['ECSS_E_ST_20CRev2'],['E']
rf chain,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
rf lens,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
rf reflector,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
secondary cell or battery,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
solar aspect angle,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
susceptibility,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
susceptibility threshold,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
vacuum,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
variable gap,['ECSS_E_ST_20CRev2'],['E']
review authority,['ECSS_M_ST_10_01C'],['M']
review item discrepancy,['ECSS_M_ST_10_01C'],['M']
review prerequisite,['ECSS_M_ST_10_01C'],['M']
review team,['ECSS_M_ST_10_01C'],['M']
review team leader,['ECSS_M_ST_10_01C'],['M']
discipline,"['ECSS_M_ST_10CRev1', 'ECSS_S_ST_00_01C']","['M', 'S']"
domain,['ECSS_M_ST_10CRev1'],['M']
change control,['ECSS_M_ST_40CRev1'],['M']
class 1 change,['ECSS_M_ST_40CRev1'],['M']
class 2 change,['ECSS_M_ST_40CRev1'],['M']
configuration control board,['ECSS_M_ST_40CRev1'],['M']
configuration definition document,['ECSS_M_ST_40CRev1'],['M']
configured item,['ECSS_M_ST_40CRev1'],['M']
departure,['ECSS_M_ST_40CRev1'],['M']
information/documentation management,['ECSS_M_ST_40CRev1'],['M']
information system,['ECSS_M_ST_40CRev1'],['M']
metadata,['ECSS_M_ST_40CRev1'],['M']
product item,['ECSS_M_ST_40CRev1'],['M']
self-signed certificate,['ECSS_M_ST_40CRev1'],['M']
technical data package,['ECSS_M_ST_40CRev1'],['M']
technical description,['ECSS_M_ST_40CRev1'],['M']
cost reimbursement contract,['ECSS_M_ST_60C'],['M']
cost estimating,['ECSS_M_ST_60C'],['M']
critical path,"['ECSS_M_ST_60C', 'ECSS_S_ST_00_01C']","['M', 'S']"
direct manpower cost,['ECSS_M_ST_60C'],['M']
economic conditions,['ECSS_M_ST_60C'],['M']
fixed price contract,['ECSS_M_ST_60C'],['M']
acceptance of,['ECSS_M_ST_80C'],['M']
communication,['ECSS_M_ST_80C'],['M']
index,['ECSS_M_ST_80C'],['M']
individual,['ECSS_M_ST_80C'],['M']
management process,['ECSS_M_ST_80C'],['M']
overall,['ECSS_M_ST_80C'],['M']
reduction,['ECSS_M_ST_80C'],['M']
resolved,['ECSS_M_ST_80C'],['M']
scenario,['ECSS_M_ST_80C'],['M']
trend,['ECSS_M_ST_80C'],['M']
unresolved,['ECSS_M_ST_80C'],['M']
acceptance authority media,['ECSS_Q_ST_20CRev2Corr1'],['Q']
inspectability,"['ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20CRev1']",['Q']
producibility,"['ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20CRev1']",['Q']
bioaerosol,['ECSS_Q_ST_70_54C'],['Q']
biological contamination,['ECSS_Q_ST_70_54C'],['Q']
cleanliness,"['ECSS_Q_ST_70_54C', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_33_01C']","['Q', 'S', 'E']"
decontamination,['ECSS_Q_ST_70_54C'],['Q']
direct measurement method,['ECSS_Q_ST_70_54C'],['Q']
indirect measurement method,['ECSS_Q_ST_70_54C'],['Q']
surface cleanliness of chemicals,['ECSS_Q_ST_70_54C'],['Q']
surface cleanliness of particles,['ECSS_Q_ST_70_54C'],['Q']
surface cleanliness particles  classification,['ECSS_Q_ST_70_54C'],['Q']
surface particle concentration,['ECSS_Q_ST_70_54C'],['Q']
thin film contamination,['ECSS_Q_ST_70_54C'],['Q']
viable particle,['ECSS_Q_ST_70_54C'],['Q']
cleaning efficacy,['ECSS_Q_ST_70_54C'],['Q']
manufacturer,"['ECSS_Q_ST_20_10C', 'ECSS_Q_ST_60_12C']",['Q']
active redundancy,"['ECSS_Q_ST_30_02C', 'ECSS_Q_ST_30_09C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
area analysis,['ECSS_Q_ST_30_02C'],['Q']
criticality,"['ECSS_Q_ST_30_02C', 'ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_30CRev1']",['Q']
end effect,['ECSS_Q_ST_30_02C'],['Q']
failure cause,['ECSS_Q_ST_30_02C'],['Q']
failure effect,['ECSS_Q_ST_30_02C'],['Q']
failure propagation,['ECSS_Q_ST_30_02C'],['Q']
failure mode and effects analysis,['ECSS_Q_ST_30_02C'],['Q']
"failure mode, effects and criticality analysis",['ECSS_Q_ST_30_02C'],['Q']
functional description,['ECSS_Q_ST_30_02C'],['Q']
functional fmea,['ECSS_Q_ST_30_02C'],['Q']
functional fmeca,['ECSS_Q_ST_30_02C'],['Q']
hardware fmea,['ECSS_Q_ST_30_02C'],['Q']
hardware fmeca,['ECSS_Q_ST_30_02C'],['Q']
hardware-software interaction analysis,['ECSS_Q_ST_30_02C'],['Q']
process fmeca,['ECSS_Q_ST_30_02C'],['Q']
protection device,['ECSS_Q_ST_30_02C'],['Q']
achieved availability,['ECSS_Q_ST_30_09C'],['Q']
corrective maintenance,['ECSS_Q_ST_30_09C'],['Q']
flight segment,['ECSS_Q_ST_30_09C'],['Q']
hot redundancy,"['ECSS_Q_ST_30_09C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
instantaneous availability,['ECSS_Q_ST_30_09C'],['Q']
lead time,['ECSS_Q_ST_30_09C'],['Q']
logistic delay,['ECSS_Q_ST_30_09C'],['Q']
mean availability,['ECSS_Q_ST_30_09C'],['Q']
mean down time,['ECSS_Q_ST_30_09C'],['Q']
mean time between failures,['ECSS_Q_ST_30_09C'],['Q']
mean time between outages,['ECSS_Q_ST_30_09C'],['Q']
mean time to failure,['ECSS_Q_ST_30_09C'],['Q']
mean time to outage,['ECSS_Q_ST_30_09C'],['Q']
mean time to repair,['ECSS_Q_ST_30_09C'],['Q']
mean up time,['ECSS_Q_ST_30_09C'],['Q']
outage,"['ECSS_Q_ST_30_09C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
passive redundancy,['ECSS_Q_ST_30_09C'],['Q']
preventive maintenance,['ECSS_Q_ST_30_09C'],['Q']
steady-state availability,['ECSS_Q_ST_30_09C'],['Q']
consequence tree,['ECSS_Q_ST_40_02C'],['Q']
detection time,['ECSS_Q_ST_40_02C'],['Q']
hazard,"['ECSS_Q_ST_40_02C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
hazard acceptance,['ECSS_Q_ST_40_02C'],['Q']
hazard analysis,['ECSS_Q_ST_40_02C'],['Q']
hazard control,"['ECSS_Q_ST_40_02C', 'ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
hazard elimination,['ECSS_Q_ST_40_02C'],['Q']
hazard manifestation,['ECSS_Q_ST_40_02C'],['Q']
hazard minimization,['ECSS_Q_ST_40_02C'],['Q']
hazard reduction,"['ECSS_Q_ST_40_02C', 'ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
hazard scenario,"['ECSS_Q_ST_40_02C', 'ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
hazard tree,['ECSS_Q_ST_40_02C'],['Q']
hazardous,['ECSS_Q_ST_40_02C'],['Q']
observable symptoms,['ECSS_Q_ST_40_02C'],['Q']
reaction time,['ECSS_Q_ST_40_02C'],['Q']
residual hazard,['ECSS_Q_ST_40_02C'],['Q']
resolved hazard,['ECSS_Q_ST_40_02C'],['Q']
scenario propagation time,['ECSS_Q_ST_40_02C'],['Q']
severity of safety consequence,['ECSS_Q_ST_40_02C'],['Q']
application specific integrated circuit,['ECSS_Q_ST_60_02C'],['Q']
asic technology,['ECSS_Q_ST_60_02C'],['Q']
application specific standard products,['ECSS_Q_ST_60_02C'],['Q']
block diagram,['ECSS_Q_ST_60_02C'],['Q']
cell,['ECSS_Q_ST_60_02C'],['Q']
cell library,['ECSS_Q_ST_60_02C'],['Q']
data sheet,['ECSS_Q_ST_60_02C'],['Q']
design flow,['ECSS_Q_ST_60_02C'],['Q']
design for test  structure,['ECSS_Q_ST_60_02C'],['Q']
design iteration,['ECSS_Q_ST_60_02C'],['Q']
detail specification,['ECSS_Q_ST_60_02C'],['Q']
development step,['ECSS_Q_ST_60_02C'],['Q']
fault coverage,['ECSS_Q_ST_60_02C'],['Q']
field programmable gate array,['ECSS_Q_ST_60_02C'],['Q']
floorplan,['ECSS_Q_ST_60_02C'],['Q']
hdl model,['ECSS_Q_ST_60_02C'],['Q']
intellectual property  core,['ECSS_Q_ST_60_02C'],['Q']
macrocell,['ECSS_Q_ST_60_02C'],['Q']
netlist,['ECSS_Q_ST_60_02C'],['Q']
prototype device,['ECSS_Q_ST_60_02C'],['Q']
redesign,['ECSS_Q_ST_60_02C'],['Q']
stimuli,['ECSS_Q_ST_60_02C'],['Q']
test pattern,"['ECSS_Q_ST_60_02C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C']",['Q']
approving authority,['ECSS_Q_ST_60_05CRev1'],['Q']
category 1 manufacturer,['ECSS_Q_ST_60_05CRev1'],['Q']
category 2 manufacturer,['ECSS_Q_ST_60_05CRev1'],['Q']
em quality level hybrid,['ECSS_Q_ST_60_05CRev1'],['Q']
hybrid,['ECSS_Q_ST_60_05CRev1'],['Q']
hybrid circuit,['ECSS_Q_ST_60_05CRev1'],['Q']
hybrid microcircuit,['ECSS_Q_ST_60_05CRev1'],['Q']
process identification document,['ECSS_Q_ST_60_05CRev1'],['Q']
process performance index,['ECSS_Q_ST_60_05CRev1'],['Q']
production lot,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C']",['Q']
representative production lot,['ECSS_Q_ST_60_05CRev1'],['Q']
standard evaluation circuit,['ECSS_Q_ST_60_05CRev1'],['Q']
technology review board,['ECSS_Q_ST_60_05CRev1'],['Q']
batch lot,['ECSS_Q_ST_60_12C'],['Q']
design rules check,['ECSS_Q_ST_60_12C'],['Q']
designer,['ECSS_Q_ST_60_12C'],['Q']
die lot,['ECSS_Q_ST_60_12C'],['Q']
electrical rule check,['ECSS_Q_ST_60_12C'],['Q']
evaluated process,['ECSS_Q_ST_60_12C'],['Q']
process control monitor,['ECSS_Q_ST_60_12C'],['Q']
qualified process,['ECSS_Q_ST_60_12C'],['Q']
reticule,['ECSS_Q_ST_60_12C'],['Q']
statistical process control,['ECSS_Q_ST_60_12C'],['Q']
tile,['ECSS_Q_ST_60_12C'],['Q']
validated design,['ECSS_Q_ST_60_12C'],['Q']
validated process,['ECSS_Q_ST_60_12C'],['Q']
wafer lot,['ECSS_Q_ST_60_12C'],['Q']
airborne particle,['ECSS_Q_ST_70_01C'],['Q']
airborne particle cleanliness class,['ECSS_Q_ST_70_01C'],['Q']
bakeout,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
biocontamination,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_58C']",['Q']
cleaning,['ECSS_Q_ST_70_01C'],['Q']
cleanliness  control,['ECSS_Q_ST_70_01C'],['Q']
cleanliness level,['ECSS_Q_ST_70_01C'],['Q']
cleanroom,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
clean zone,['ECSS_Q_ST_70_01C'],['Q']
"contaminate, to",['ECSS_Q_ST_70_01C'],['Q']
contamination budget,['ECSS_Q_ST_70_01C'],['Q']
contamination potential,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C']",['Q']
controlled area,['ECSS_Q_ST_70_01C'],['Q']
ftir spectrometer,['ECSS_Q_ST_70_01C'],['Q']
hepa particle filter,['ECSS_Q_ST_70_01C'],['Q']
induced contaminant environment,['ECSS_Q_ST_70_01C'],['Q']
molecular contamination,['ECSS_Q_ST_70_01C'],['Q']
monitoring,['ECSS_Q_ST_70_01C'],['Q']
obscuration factor,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C']",['Q']
offgassing,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_29C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
outgassed quantity,['ECSS_Q_ST_70_01C'],['Q']
outgassing,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
particle fallout,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C']",['Q']
particle size,['ECSS_Q_ST_70_01C'],['Q']
particulate,['ECSS_Q_ST_70_01C'],['Q']
particulate contamination,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C']",['Q']
plume,['ECSS_Q_ST_70_01C'],['Q']
quartz crystal microbalance,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C']",['Q']
ram direction,['ECSS_Q_ST_70_01C'],['Q']
sensitive item,['ECSS_Q_ST_70_01C'],['Q']
ulpa particle filter,['ECSS_Q_ST_70_01C'],['Q']
wake direction,['ECSS_Q_ST_70_01C'],['Q']
witness sample,['ECSS_Q_ST_70_01C'],['Q']
collected volatile condensable material,['ECSS_Q_ST_70_02C'],['Q']
recovered mass loss,['ECSS_Q_ST_70_02C'],['Q']
sticking coefficient,"['ECSS_Q_ST_70_02C', 'ECSS_E_ST_10_04C']","['Q', 'E']"
total mass loss,['ECSS_Q_ST_70_02C'],['Q']
water vapour regained,['ECSS_Q_ST_70_02C'],['Q']
anodizing,['ECSS_Q_ST_70_03C'],['Q']
emittance,"['ECSS_Q_ST_70_03C', 'ECSS_Q_ST_70_09C']",['Q']
solar absorbance,['ECSS_Q_ST_70_03C'],['Q']
test piece,['ECSS_Q_ST_70_03C'],['Q']
workpiece,['ECSS_Q_ST_70_03C'],['Q']
acceleration factor,['ECSS_Q_ST_70_06C'],['Q']
degrading factors of environment,['ECSS_Q_ST_70_06C'],['Q']
dose profile,['ECSS_Q_ST_70_06C'],['Q']
ex-situ measurement,['ECSS_Q_ST_70_06C'],['Q']
in-situ measurement,['ECSS_Q_ST_70_06C'],['Q']
induced space environment,['ECSS_Q_ST_70_06C'],['Q']
irradiance,['ECSS_Q_ST_70_06C'],['Q']
ionizing radiation,['ECSS_Q_ST_70_06C'],['Q']
mean free path,['ECSS_Q_ST_70_06C'],['Q']
natural space environment,['ECSS_Q_ST_70_06C'],['Q']
near ultraviolet  radiation,['ECSS_Q_ST_70_06C'],['Q']
reciprocity law,['ECSS_Q_ST_70_06C'],['Q']
synchrotron radiation,['ECSS_Q_ST_70_06C'],['Q']
synergism,['ECSS_Q_ST_70_06C'],['Q']
vacuum ultraviolet  radiation,['ECSS_Q_ST_70_06C'],['Q']
absorptance,['ECSS_Q_ST_70_09C'],['Q']
solar absorptance,"['ECSS_Q_ST_70_09C', 'ECSS_Q_ST_70_31CRev1', 'ECSS_Q_ST_70_31C']",['Q']
minimum bend radius,['ECSS_Q_ST_70_18C'],['Q']
red-plague,['ECSS_Q_ST_70_20C'],['Q']
oxygen concentration limit during the combustion of polymeric materials,['ECSS_Q_ST_70_21C'],['Q']
shelf-life,['ECSS_Q_ST_70_22C'],['Q']
modification,"['ECSS_Q_ST_70_28C', 'ECSS_Q_ST_20_07C']",['Q']
repair,"['ECSS_Q_ST_70_28C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
rework,"['ECSS_Q_ST_70_28C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
cause,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
hazardous command,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
operator error,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
safety approval authority,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
safety audit,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
safety risk,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
safety status parameter,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
assembled article,['ECSS_Q_ST_70_29C'],['Q']
experiment,['ECSS_Q_ST_70_29C'],['Q']
offgassing product,['ECSS_Q_ST_70_29C'],['Q']
rack,['ECSS_Q_ST_70_29C'],['Q']
smac,['ECSS_Q_ST_70_29C'],['Q']
toxic hazard index,['ECSS_Q_ST_70_29C'],['Q']
a turn of wire,['ECSS_Q_ST_70_30C'],['Q']
end tail,['ECSS_Q_ST_70_30C'],['Q']
gas-tight area,['ECSS_Q_ST_70_30C'],['Q']
reference corner,['ECSS_Q_ST_70_30C'],['Q']
terminal post,['ECSS_Q_ST_70_30C'],['Q']
wire-wrapped connection,['ECSS_Q_ST_70_30C'],['Q']
stress-corrosion,"['ECSS_Q_ST_70_36C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
residual strength,['ECSS_Q_ST_70_37C'],['Q']
crack tip plastic zone,['ECSS_Q_ST_70_45C'],['Q']
creep,['ECSS_Q_ST_70_45C'],['Q']
finite life range,['ECSS_Q_ST_70_45C'],['Q']
mechanical properties,['ECSS_Q_ST_70_45C'],['Q']
mechanical testing,['ECSS_Q_ST_70_45C'],['Q']
raw material,['ECSS_Q_ST_70_45C'],['Q']
specimen,['ECSS_Q_ST_70_45C'],['Q']
transition range,['ECSS_Q_ST_70_45C'],['Q']
weld heat affected zone,['ECSS_Q_ST_70_45C'],['Q']
bolt,['ECSS_Q_ST_70_46CRev1'],['Q']
galling,['ECSS_Q_ST_70_46CRev1'],['Q']
nut,['ECSS_Q_ST_70_46CRev1'],['Q']
safe-life,['ECSS_Q_ST_70_46CRev1'],['Q']
sampling plan,['ECSS_Q_ST_70_46CRev1'],['Q']
shank,['ECSS_Q_ST_70_46CRev1'],['Q']
stud,['ECSS_Q_ST_70_46CRev1'],['Q']
thread,['ECSS_Q_ST_70_46CRev1'],['Q']
direct effect,['ECSS_Q_ST_70_53C'],['Q']
"d-value, d10 value",['ECSS_Q_ST_70_53C'],['Q']
exposure time,['ECSS_Q_ST_70_53C'],['Q']
indirect effect,['ECSS_Q_ST_70_53C'],['Q']
long duration effect,['ECSS_Q_ST_70_53C'],['Q']
micro-organism,['ECSS_Q_ST_70_53C'],['Q']
process parameter,['ECSS_Q_ST_70_53C'],['Q']
sterility,['ECSS_Q_ST_70_53C'],['Q']
sterility assurance level,['ECSS_Q_ST_70_53C'],['Q']
sterilization,"['ECSS_Q_ST_70_53C', 'ECSS_Q_ST_70_58C']",['Q']
sterilization process,['ECSS_Q_ST_70_53C'],['Q']
bioburden,"['ECSS_Q_ST_70_55C', 'ECSS_Q_ST_70_58C']",['Q']
biodiversity,"['ECSS_Q_ST_70_55C', 'ECSS_Q_ST_70_58C']",['Q']
anaerobic,['ECSS_Q_ST_70_55C'],['Q']
action level,['ECSS_Q_ST_70_58C'],['Q']
alert level,['ECSS_Q_ST_70_58C'],['Q']
aseptic,['ECSS_Q_ST_70_58C'],['Q']
biobarrier,['ECSS_Q_ST_70_58C'],['Q']
bioburden controlled,['ECSS_Q_ST_70_58C'],['Q']
bioburden reduction,['ECSS_Q_ST_70_58C'],['Q']
